project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
Codec,1,98.29059829059828,98.29059829059828,0.0,48.927038626609445,48.927038626609445,0.0,74.6166950596252,74.6166950596252,0.0
Codec,2,94.36619718309859,94.36619718309859,0.0,58.29383886255924,58.29383886255924,0.0,71.0239651416122,71.3507625272331,0.4601226993864915
Codec,3,98.14814814814815,98.14814814814815,0.0,84.12698412698413,84.12698412698413,0.0,68.2119205298013,76.4427625354778,12.06657420249661
Codec,4,100.0,100.0,0.0,61.135371179039296,61.135371179039296,0.0,72.9566094853683,72.9566094853683,0.0
Codec,5,99.57081545064378,100.0,0.43103448275861955,60.60606060606061,69.26406926406926,14.28571428571428,71.9840478564307,72.3107569721116,0.4538632174902237
Codec,6,97.36842105263158,97.36842105263158,0.0,63.1578947368421,63.1578947368421,0.0,66.6666666666667,66.6666666666667,0.0
Codec,7,99.14163090128756,100.0,0.8658008658008636,67.53246753246754,69.26406926406926,2.564102564102559,71.7564870259481,71.7564870259481,0.0
Codec,8,99.60629921259843,99.60629921259843,0.0,63.888888888888886,63.888888888888886,0.0,66.4192949907236,66.4192949907236,0.0
Codec,9,94.0909090909091,94.0909090909091,0.0,66.05504587155964,66.05504587155964,0.0,65.5244029075805,66.5628245067497,1.5847860538826475
Codec,10,100.0,100.0,0.0,5.797101449275362,5.797101449275362,0.0,58.9041095890411,61.6438356164384,4.6511627906977475
Codec,11,91.42857142857143,100.0,9.374999999999996,74.28571428571429,82.85714285714286,11.538461538461535,68.6170212765958,86.6336633663366,26.256811727684244
Codec,12,77.55102040816327,97.95918367346938,26.315789473684198,61.224489795918366,83.6734693877551,36.66666666666668,66.0377358490566,74.7967479674797,13.263646922183552
Codec,13,93.63207547169812,94.10377358490565,0.5037783375314758,21.462264150943398,21.933962264150946,2.1978021978022024,76.9194756554307,77.1749298409729,0.3321059892380533
Codec,14,90.80118694362018,90.80118694362018,0.0,30.86053412462908,31.15727002967359,0.9615384615384616,72.1789883268482,75.2918287937743,4.312668463611907
Codec,15,94.11764705882352,94.11764705882352,0.0,64.70588235294117,64.70588235294117,0.0,75.4716981132076,76.4150943396226,1.2499999999998794
Codec,16,90.9090909090909,90.9090909090909,0.0,53.987730061349694,53.987730061349694,0.0,55.5429864253394,55.9954751131222,0.8146639511201468
Codec,17,94.87179487179486,94.87179487179486,0.0,74.35897435897436,74.35897435897436,0.0,66.6666666666667,66.6666666666667,0.0
Codec,18,94.87179487179486,97.43589743589743,2.7027027027027084,89.74358974358975,92.3076923076923,2.8571428571428465,66.6666666666667,86.6666666666667,29.99999999999999
