project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
JacksonDatabind,1,74.48979591836735,76.0204081632653,2.0547945205479357,57.14285714285714,58.201058201058196,1.8518518518518496,77.6315789473684,76.9230769230769,-0.9126466753585308
JacksonDatabind,2,54.14364640883977,54.41988950276243,0.5102040816326662,31.47632311977716,31.75487465181058,0.884955752212376,58.14696485623,58.5987261146497,0.7769300762932226
JacksonDatabind,3,85.24590163934425,88.52459016393442,3.8461538461538485,44.26229508196721,54.09836065573771,22.22222222222224,46.6666666666667,47.8260869565217,2.4844720496892827
JacksonDatabind,4,83.5820895522388,88.05970149253731,5.357142857142868,49.25373134328358,55.223880597014926,12.12121212121212,47.8260869565217,47.8260869565217,0.0
JacksonDatabind,5,89.56043956043956,89.83516483516483,0.30674846625766367,66.57458563535911,66.57458563535911,0.0,69.6969696969697,69.7802197802198,0.11944577161969813
JacksonDatabind,6,75.9493670886076,77.84810126582279,2.499999999999999,44.303797468354425,44.936708860759495,1.4285714285714444,71.3780918727915,72.7272727272727,1.8901890189018862
JacksonDatabind,7,53.51351351351351,55.13513513513514,3.0303030303030427,31.33514986376022,32.42506811989101,3.4782608695652173,58.6750788643533,59.8130841121495,1.9395035674806105
JacksonDatabind,8,79.62962962962963,80.55555555555556,1.162790697674416,62.264150943396224,63.20754716981132,1.5151515151515185,59.3220338983051,58.3333333333333,-1.6666666666667491
JacksonDatabind,9,73.33333333333333,80.0,9.090909090909099,57.14285714285714,64.28571428571429,12.50000000000002,66.6666666666667,83.3333333333333,24.99999999999989
JacksonDatabind,10,95.71428571428572,96.42857142857143,0.7462686567164115,82.18181818181817,82.54545454545455,0.44247787610620737,78.0612244897959,78.6802030456853,0.7929398493746548
JacksonDatabind,12,76.10619469026548,76.10619469026548,0.0,64.15929203539822,64.15929203539822,0.0,62.1761658031088,63.7305699481865,2.4999999999999636
JacksonDatabind,13,72.5,73.33333333333333,1.1494252873563153,55.08474576271186,55.08474576271186,0.0,64.1509433962264,66.0377358490566,2.941176470588265
JacksonDatabind,14,48.663101604278076,49.73262032085562,2.1978021978021993,36.55913978494624,37.096774193548384,1.4705882352941018,53.2608695652174,53.763440860215,0.943603247750598
JacksonDatabind,15,85.08430609597924,85.34370946822308,0.30487804878048674,70.26315789473684,70.65789473684211,0.5617977528090048,68.141592920354,68.904593639576,1.119728328208918
JacksonDatabind,16,88.57142857142857,88.57142857142857,0.0,65.71428571428571,65.71428571428571,0.0,72.0930232558139,72.0930232558139,0.0
JacksonDatabind,17,70.91932457786116,70.91932457786116,0.0,53.20754716981132,53.39622641509434,0.354609929078015,64.5522388059701,64.9253731343284,0.5780346820810511
JacksonDatabind,18,60.86956521739131,75.0,23.214285714285698,47.19101123595505,66.29213483146067,40.47619047619048,50,51.5151515151515,3.0303030303030027
JacksonDatabind,19,81.63265306122449,81.92419825072886,0.35714285714286054,69.67930029154519,69.97084548104957,0.41841004184100816,66.551724137931,66.8965517241379,0.5181347150258967
JacksonDatabind,20,86.20689655172413,86.20689655172413,0.0,67.81609195402298,67.81609195402298,0.0,83.5294117647059,83.5294117647059,0.0
JacksonDatabind,21,94.46153846153847,95.07692307692308,0.6514657980456003,84.25925925925925,85.49382716049382,1.4652014652014675,69.3617021276596,68.3333333333333,-1.4826175869121463
JacksonDatabind,52,82.28404099560761,82.43045387994144,0.1779359430605054,0.0,0.0,0,0,0,0
JacksonDatabind,53,83.83620689655173,83.83620689655173,0.0,58.963282937365015,59.395248380129594,0.7326007326007323,50.109409190372,50.328227571116,0.43668122270746657
JacksonDatabind,54,83.69565217391305,83.69565217391305,0.0,0.0,0.0,0,0,0,0
JacksonDatabind,55,84.0,84.0,0.0,68.0,68.0,0.0,50,52.5,5.0
JacksonDatabind,56,75.75757575757575,75.75757575757575,0.0,69.6969696969697,69.6969696969697,0.0,69.7986577181208,73.75,5.66105769230771
JacksonDatabind,57,52.02020202020202,55.80808080808081,7.2815533980582545,39.08629441624365,39.08629441624365,0.0,69.7986577181208,73.75,5.66105769230771
JacksonDatabind,62,79.0,82.0,3.79746835443038,68.0,71.0,4.411764705882353,61.3861386138614,62.1359223300971,1.2214218603194538
JacksonDatabind,63,83.33333333333334,83.33333333333334,0.0,0.0,0.0,0,0,0,0
JacksonDatabind,64,79.8076923076923,82.6923076923077,3.614457831325304,0.0,0.0,0,0,0,0
