project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
Cli,1,88.88888888888889,88.88888888888889,0.0,71.11111111111111,71.11111111111111,0.0,75,75,0.0
Cli,2,88.23529411764706,88.23529411764706,0.0,72.05882352941177,72.05882352941177,0.0,82.7956989247312,82.7956989247312,0.0
Cli,3,0.0,49.152542372881356,0,0.0,42.3728813559322,0,0,53.3333333333333,0
Cli,4,97.9381443298969,97.9381443298969,0.0,67.70833333333334,67.70833333333334,0.0,79.2079207920792,85.1485148514851,7.499999999999964
Cli,5,84.61538461538461,92.3076923076923,9.090909090909092,53.84615384615385,61.53846153846154,14.285714285714288,96,100,4.166666666666666
Cli,7,0.0,83.82352941176471,0,0.0,32.35294117647059,0,0,55.3571428571429,0
Cli,8,72.1311475409836,72.1311475409836,0.0,14.207650273224044,14.207650273224044,0.0,62.6334519572954,65.8362989323843,5.113636363636247
Cli,9,98.0392156862745,98.0392156862745,0.0,68.31683168316832,68.31683168316832,0.0,84.6846846846847,86.4864864864865,2.127659574468084
Cli,10,98.0392156862745,98.0392156862745,0.0,68.31683168316832,68.31683168316832,0.0,86.4864864864865,86.4864864864865,0.0
Cli,11,79.8941798941799,79.8941798941799,0.0,13.756613756613756,13.756613756613756,0.0,68.561872909699,68.8963210702341,0.48780487804873995
Cli,12,92.85714285714286,100.0,7.692307692307687,85.71428571428571,92.85714285714286,8.333333333333345,75.9259259259259,84.375,11.12804878048785
Cli,13,99.47916666666666,99.47916666666666,0.0,68.75,68.75,0.0,78.0701754385965,78.0701754385965,0.0
Cli,14,98.91891891891892,98.91891891891892,0.0,57.065217391304344,57.065217391304344,0.0,83.8150289017341,84.393063583815,0.6896551724137773
Cli,15,95.91836734693877,98.9795918367347,3.1914893617021436,71.42857142857143,73.46938775510205,2.857142857142864,80.5970149253731,80.5555555555556,-0.05144032921801243
Cli,16,97.65395894428153,97.65395894428153,0.0,63.905325443786985,64.20118343195266,0.4629629629629493,68.8760806916427,68.8760806916427,0.0
Cli,17,86.76470588235294,89.70588235294117,3.389830508474572,69.11764705882352,70.58823529411765,2.1276595744681033,83.8709677419355,85.1063829787234,1.472995090016343
Cli,18,87.6923076923077,92.3076923076923,5.26315789473684,70.76923076923077,75.38461538461539,6.52173913043478,84.9462365591398,85.7142857142857,0.9041591320071851
Cli,19,92.1875,92.1875,0.0,75.0,75.0,0.0,84.5360824742268,84.5360824742268,0.0
Cli,20,91.17647058823529,92.64705882352942,1.6129032258064655,73.52941176470588,75.0,1.9999999999999976,82.8571428571429,83.9622641509434,1.333767078724733
Cli,21,98.33887043189368,98.33887043189368,0.0,65.66666666666666,65.66666666666666,0.0,85.7677902621723,86.8913857677903,1.3100436681222956
Cli,22,100.0,100.0,0.0,71.1864406779661,71.1864406779661,0.0,83.4862385321101,83.4862385321101,0.0
Cli,23,94.81865284974094,95.85492227979275,1.0928961748633768,25.906735751295333,25.906735751295333,0.0,71.8654434250764,74.390243902439,3.513233004670499
Cli,24,96.3917525773196,96.90721649484536,0.5347593582887608,25.773195876288657,25.773195876288657,0.0,76.5765765765766,77.6470588235294,1.3979238754324885
Cli,25,96.3917525773196,96.90721649484536,0.5347593582887608,25.773195876288657,25.773195876288657,0.0,76.5765765765766,77.0833333333333,0.66176470588228
Cli,26,100.0,100.0,0.0,49.2063492063492,52.38095238095239,6.451612903225827,86.2745098039216,90.1960784313726,4.54545454545456
Cli,27,100.0,100.0,0.0,51.515151515151516,51.515151515151516,0.0,95.4545454545455,95.4545454545455,0.0
Cli,28,95.95959595959596,97.97979797979798,2.1052631578947376,66.3265306122449,67.3469387755102,1.5384615384615317,88.0952380952381,86.9565217391304,-1.292596944770911
Cli,29,91.66666666666666,91.66666666666666,0.0,66.66666666666666,91.66666666666666,37.50000000000001,75,89.5833333333333,19.4444444444444
Cli,30,97.6027397260274,98.28767123287672,0.7017543859649215,23.103448275862068,23.103448275862068,0.0,79.957805907173,79.957805907173,0.0
Cli,31,95.2755905511811,95.2755905511811,0.0,40.15748031496063,40.15748031496063,0.0,75.9515570934256,75.9515570934256,0.0
Cli,32,95.43147208121827,96.44670050761421,1.0638297872340392,20.812182741116754,25.888324873096447,24.390243902439014,79.1925465838509,80.6060606060606,1.7849079025549899
Cli,33,96.1352657004831,96.1352657004831,0.0,24.637681159420293,24.637681159420293,0.0,78.9317507418398,78.9317507418398,0.0
Cli,34,94.47513812154696,94.47513812154696,0.0,54.14364640883977,55.24861878453039,2.0408163265306385,73.0593607305936,73.5159817351598,0.6249999999999889
Cli,35,96.61016949152543,96.61016949152543,0.0,71.1864406779661,71.1864406779661,0.0,77.5,80,3.225806451612903
Cli,36,97.87234042553192,97.87234042553192,0.0,63.44086021505376,63.44086021505376,0.0,84.1269841269841,84.1269841269841,0.0
Cli,37,98.94179894179894,98.94179894179894,0.0,23.93617021276596,31.914893617021278,33.33333333333333,77.9291553133515,77.9291553133515,0.0
Cli,38,98.95287958115183,98.95287958115183,0.0,32.10526315789474,40.0,24.59016393442622,75.3280839895013,76.6404199475066,1.7421602787457204
Cli,39,86.66666666666667,95.55555555555556,10.256410256410252,73.33333333333333,80.0,9.090909090909099,85.7142857142857,92.8571428571429,8.333333333333414
