project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
Compress,1,63.41463414634146,63.41463414634146,0.0,0.0,0.0,0,20.3252032520325,56.5040650406504,178.00000000000026
Compress,2,72.22222222222221,76.66666666666667,6.153846153846172,12.222222222222221,60.0,390.90909090909093,53.8011695906433,62.5698324022346,16.29827544328383
Compress,3,69.47368421052632,70.52631578947368,1.5151515151515174,6.315789473684211,9.473684210526317,50.000000000000014,47.0588235294118,50,6.249999999999929
Compress,4,74.1554054054054,74.83108108108108,0.9111617312072914,12.074829931972788,12.074829931972788,0.0,47.0588235294118,50,6.249999999999929
Compress,5,90.06211180124224,91.92546583850931,2.06896551724137,27.500000000000004,53.75,95.45454545454542,56.1872909698997,58.4967320261438,4.11025521319635
Compress,6,85.18518518518519,85.92592592592592,0.8695652173912957,49.629629629629626,50.37037037037037,1.4925373134328355,68.6567164179104,69.6296296296296,1.4170692431562304
Compress,7,96.82539682539682,96.82539682539682,0.0,63.49206349206349,63.49206349206349,0.0,84.549356223176,84.549356223176,0.0
Compress,8,88.46153846153845,97.43589743589743,10.144927536231888,62.82051282051282,62.82051282051282,0.0,84.6689895470383,84.6689895470383,0.0
Compress,9,70.27027027027027,71.17117117117117,1.2820512820512715,2.7027027027027026,5.405405405405405,100.0,50,50,0.0
Compress,10,76.05042016806722,76.05042016806722,0.0,43.27731092436975,43.27731092436975,0.0,49.0909090909091,48.9130434782609,-0.36231884057966185
Compress,11,88.57142857142857,88.57142857142857,0.0,60.0,67.14285714285714,11.904761904761898,47.0588235294118,50,6.249999999999929
Compress,12,73.82198952879581,75.91623036649214,2.8368794326241105,42.93193717277487,45.0261780104712,4.878048780487783,62.6506024096386,62.8,0.23846153846145846
Compress,13,81.66666666666667,81.66666666666667,0.0,52.22222222222223,52.22222222222223,0.0,47.0588235294118,50,6.249999999999929
Compress,14,95.6989247311828,95.6989247311828,0.0,58.06451612903226,58.06451612903226,0.0,80.8900523560209,80.8900523560209,0.0
Compress,15,83.24022346368714,83.24022346368714,0.0,53.63128491620112,53.63128491620112,0.0,53.5864978902954,58.2278481012658,8.661417322834522
Compress,16,87.32394366197182,88.73239436619718,1.61290322580646,66.19718309859155,66.19718309859155,0.0,77.4193548387097,79.0322580645161,2.0833333333332735
Compress,17,91.92546583850931,91.92546583850931,0.0,27.500000000000004,27.500000000000004,0.0,75.5980861244019,76.3955342902711,1.0548523206750793
Compress,18,88.26530612244898,88.26530612244898,0.0,39.795918367346935,40.30612244897959,1.2820512820512941,58.9403973509934,58.9403973509934,0.0
Compress,19,89.8989898989899,89.8989898989899,0.0,40.816326530612244,41.83673469387755,2.500000000000006,72.4770642201835,74.3119266055046,2.5316455696202547
Compress,20,75.82938388625593,75.82938388625593,0.0,34.59715639810427,34.59715639810427,0.0,61.2068965517241,61.2068965517241,0.0
Compress,21,97.23756906077348,99.17127071823204,1.988636363636356,8.011049723756907,8.011049723756907,0.0,71.9587628865979,76.5873015873016,6.4322099422386705
Compress,22,83.33333333333334,83.33333333333334,0.0,69.37901498929337,69.37901498929337,0.0,75.0619322873658,75.4748142031379,0.5500550055005509
Compress,23,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0,38.8059701492537,49.2537313432836,26.923076923077055
Compress,24,91.82389937106919,91.82389937106919,0.0,26.582278481012654,26.582278481012654,0.0,77.3869346733668,77.5544388609715,0.21645021645023718
Compress,25,79.26136363636364,79.54545454545455,0.3584229390680971,30.08595988538682,34.67048710601719,15.238095238095232,54.6511627906977,55.8484349258649,2.1907532686038187
