project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
Jsoup,1,97.82608695652173,97.82608695652173,0.0,41.30434782608695,41.30434782608695,0.0,60,60,0.0
Jsoup,2,99.38650306748467,99.38650306748467,0.0,77.77777777777779,77.77777777777779,0.0,80.9523809523809,81.4814814814815,0.6535947712419041
Jsoup,3,97.34219269102991,97.34219269102991,0.0,52.911813643926784,52.911813643926784,0.0,62.015503875969,62.9198966408269,1.4583333333333566
Jsoup,4,94.0,94.0,0.0,10.0,14.000000000000002,40.00000000000002,0,0,0
Jsoup,5,98.84393063583815,99.42196531791907,0.5847953216374278,79.76878612716763,80.92485549132948,1.4492753623188426,83.1683168316832,85.7142857142857,3.061224489795855
Jsoup,6,94.0,94.0,0.0,14.000000000000002,14.000000000000002,0.0,0,0,0
Jsoup,7,98.63013698630137,100.0,1.3888888888888926,67.12328767123287,67.12328767123287,0.0,68.5714285714286,78.8732394366197,15.023474178403685
Jsoup,8,92.36641221374046,93.12977099236642,0.8264462809917383,45.38461538461539,45.38461538461539,0.0,70.3703703703704,71.8518518518519,2.105263157894776
Jsoup,9,96.36363636363636,96.36363636363636,0.0,12.727272727272727,12.727272727272727,0.0,0,0,0
Jsoup,10,91.15646258503402,91.83673469387756,0.7462686567164196,45.89041095890411,45.89041095890411,0.0,72.7891156462585,73.6486486486486,1.1808537509471584
Jsoup,11,87.96296296296296,96.75925925925925,9.999999999999993,68.05555555555556,74.53703703703704,9.523809523809524,78.5714285714286,80.3921568627451,2.317290552584634
Jsoup,12,96.90265486725663,96.90265486725663,0.0,74.77876106194691,74.77876106194691,0.0,78.9156626506024,79.5180722891566,0.7633587786259413
Jsoup,13,91.005291005291,91.53439153439153,0.5813953488372126,43.61702127659575,44.148936170212764,1.2195121951219337,70.5882352941177,72.1951219512195,2.276422764227563
Jsoup,14,91.62303664921467,92.14659685863874,0.571428571428563,24.60732984293194,24.60732984293194,0.0,54.5824847250509,55.3535353535354,1.4126338006936225
Jsoup,15,100.0,100.0,0.0,25.0,25.0,0.0,49.6475327291037,50.0503524672709,0.8113590263692204
Jsoup,16,86.66666666666667,100.0,15.384615384615378,13.333333333333334,20.0,49.99999999999999,50,100,100.0
Jsoup,17,100.0,100.0,0.0,27.27272727272727,27.27272727272727,0.0,50.252780586451,50.3538928210313,0.20120724346059446
Jsoup,18,89.79591836734694,92.85714285714286,3.4090909090909096,71.42857142857143,79.59183673469387,11.428571428571416,50.5208333333333,51.0416666666667,1.0309278350516784
Jsoup,19,90.21739130434783,92.3913043478261,2.409638554216872,19.565217391304348,19.565217391304348,0.0,51.1627906976744,55.8139534883721,9.090909090909136
Jsoup,20,91.11111111111111,93.33333333333333,2.439024390243894,53.333333333333336,57.77777777777777,8.333333333333316,60,69.811320754717,16.35220125786167
Jsoup,21,98.20359281437125,98.20359281437125,0.0,74.8502994011976,74.8502994011976,0.0,82.5136612021858,82.5136612021858,0.0
Jsoup,22,86.47845468053492,89.59881129271918,3.6082474226804155,44.32835820895523,47.3134328358209,6.734006734006724,73.7037037037037,72.7758007117438,-1.2589638584380511
Jsoup,23,92.57641921397381,92.57641921397381,0.0,67.24890829694323,67.24890829694323,0.0,57.7777777777778,58.5185185185185,1.2820512820512073
Jsoup,24,100.0,100.0,0.0,0.0,0.0,0,73.5135135135135,74.4623655913979,1.2907179000633333
Jsoup,25,94.44444444444444,94.44444444444444,0.0,16.666666666666664,16.666666666666664,0.0,31.6666666666667,31.6666666666667,0.0
Jsoup,26,100.0,100.0,0.0,45.65217391304348,50.0,9.523809523809527,83.3333333333333,86.6666666666667,4.000000000000082
Jsoup,27,87.5,93.75,7.142857142857142,54.166666666666664,60.416666666666664,11.538461538461538,65.4545454545455,68.9655172413793,5.363984674329424
Jsoup,28,90.95238095238095,91.42857142857143,0.5235602094240897,47.14285714285714,48.095238095238095,2.0202020202020283,70.5882352941177,73.4234234234234,4.016516516516414
Jsoup,29,50.0,51.19047619047619,2.3809523809523796,26.190476190476193,30.952380952380953,18.18181818181817,59.375,66.6666666666667,12.28070175438602
Jsoup,30,87.09677419354838,100.0,14.81481481481482,6.451612903225806,54.83870967741935,750.0,56.25,84.2105263157895,49.70760233918132
