project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
JacksonCore,1,79.35323383084577,80.09950248756219,0.9404388714733621,58.25,58.25,0.0,67.9980029955067,68.0967822399601,0.14526786096929659
JacksonCore,2,71.45732689210949,71.5780998389694,0.16901408450703928,27.594627594627596,27.594627594627596,0.0,67.9980029955067,68.0967822399601,0.14526786096929659
JacksonCore,3,67.42671009771986,67.42671009771986,0.0,26.912928759894463,26.912928759894463,0.0,71.0312862108922,71.2244109694863,0.27188689505171976
JacksonCore,4,85.22727272727273,85.60606060606061,0.44444444444444037,0.0,0.0,0,54.0816326530612,55.3615960099751,2.36672469768986
JacksonCore,5,75.60975609756098,75.60975609756098,0.0,47.5609756097561,47.5609756097561,0.0,58.5365853658537,58.5365853658537,0.0
JacksonCore,6,75.86206896551724,77.01149425287356,1.5151515151515162,48.275862068965516,49.42528735632184,2.3809523809523827,56.7164179104478,60,5.789473684210449
JacksonCore,7,43.05555555555556,43.05555555555556,0.0,48.61111111111111,48.61111111111111,0.0,87.9310344827586,89.6551724137931,1.9607843137254999
JacksonCore,8,85.60885608856088,85.97785977859779,0.4310344827586262,54.646840148698885,56.50557620817844,3.4013605442176873,53.5885167464115,55.9808612440191,4.464285714285614
JacksonCore,9,72.3076923076923,72.98076923076923,0.9308510638297827,33.18225963094853,33.18225963094853,0.0,65.8218125960061,65.7366711255494,-0.12935145219907968
JacksonCore,10,82.31292517006803,83.21995464852607,1.1019283746556385,51.598173515981735,56.62100456621004,9.734513274336273,56.4795564795565,65.1841556636553,15.411946776263274
JacksonCore,11,83.97291196388262,84.65011286681715,0.806451612903217,56.59090909090909,56.59090909090909,0.0,63.9891082368959,63.1754503002001,-1.2715569244746125
JacksonCore,12,77.425431711146,77.51962323390896,0.1216545012165498,31.69103623649078,32.58105530832803,2.8084252758274753,65.2762730227519,65.5956678700361,0.48929700256152286
JacksonCore,13,65.71428571428571,80.0,21.73913043478262,17.142857142857142,17.142857142857142,0.0,69.5652173913043,69.5652173913043,0.0
JacksonCore,14,89.70588235294117,91.17647058823529,1.6393442622950802,32.35294117647059,55.88235294117647,72.72727272727273,9.30232558139535,18.3673469387755,97.44897959183663
JacksonCore,15,59.46666666666667,59.46666666666667,0.0,43.46666666666666,43.46666666666666,0.0,43.9516129032258,46.7741935483871,6.422018348623881
JacksonCore,16,54.054054054054056,59.45945945945946,9.999999999999996,45.94594594594595,51.35135135135135,11.76470588235292,57.1428571428571,66.6666666666667,16.666666666666803
JacksonCore,17,66.73267326732673,68.31683168316832,2.373887240356085,28.34008097165992,28.34008097165992,0.0,58.0997949419002,56.5772669220945,-2.620539403500866
JacksonCore,18,68.27290076335878,68.84541984732824,0.8385744234800867,19.149975574010746,19.63849535906204,2.551020408163269,67.9980029955067,68.0967822399601,0.14526786096929659
JacksonCore,19,77.45465916197624,77.51719824890556,0.08074283407346182,32.890155112377336,32.890155112377336,0.0,65.5660377358491,65.6091370558376,0.06573421465874026
JacksonCore,20,67.78242677824268,70.7112970711297,4.320987654320983,16.216216216216218,18.91891891891892,16.66666666666666,77.8481012658228,78.2608695652174,0.5302226935312742
JacksonCore,21,59.530026109660575,65.53524804177546,10.087719298245618,42.03655352480418,49.869451697127936,18.633540372670808,46.7479674796748,49.6323529411765,6.170076726342769
JacksonCore,22,64.41558441558442,67.01298701298701,4.032258064516121,36.62337662337662,53.5064935064935,46.09929078014183,44.6735395189003,56.7114093959732,26.94630872483244
JacksonCore,23,84.6938775510204,86.73469387755102,2.4096385542168735,35.714285714285715,37.755102040816325,5.714285714285708,73.0769230769231,72.1518987341772,-1.2658227848101782
JacksonCore,24,68.50921273031825,71.85929648241206,4.8899755501222595,29.949238578680205,35.70219966159052,19.20903954802257,67.9980029955067,68.0967822399601,0.14526786096929659
JacksonCore,25,81.85624563852059,83.60083740404745,2.1312872975277024,30.318021201413426,31.37809187279152,3.496503496503498,67.9980029955067,68.0967822399601,0.14526786096929659
JacksonCore,26,85.82995951417004,85.82995951417004,0.0,19.256756756756758,19.594594594594593,1.754385964912266,66.6554847366655,67.0244884267024,0.5535983895319653
