project,project_id,statement_buggy,statement_fixed,statement_coverage_increase,checked_buggy,checked_fixed,checked_coverage_increase,mutation_buggy,mutation_fixed,mutation_coverage_increase
Csv,1,86.48648648648648,86.48648648648648,0.0,67.56756756756756,67.56756756756756,0.0,64.4736842105263,65.7894736842105,2.0408163265306043
Csv,2,91.30434782608695,100.0,9.523809523809527,60.86956521739131,65.21739130434783,7.142857142857133,73.6842105263158,73.6842105263158,0.0
Csv,3,90.0,92.5,2.7777777777777777,55.00000000000001,55.00000000000001,0.0,76.7676767676768,80.8080808080808,5.263157894736786
Csv,4,97.46835443037975,97.46835443037975,0.0,72.15189873417721,73.41772151898735,1.7543859649123,85.7142857142857,87.1428571428571,1.666666666666636
Csv,5,96.83544303797468,96.83544303797468,0.0,3.2467532467532463,3.2467532467532463,0.0,80.6201550387597,81.0077519379845,0.48076923076920947
Csv,6,100.0,100.0,0.0,55.88235294117647,55.88235294117647,0.0,73.9130434782609,78.2608695652174,5.882352941176442
Csv,7,95.18072289156626,96.3855421686747,1.2658227848101349,69.87951807228916,72.28915662650603,3.4482758620689675,86.1111111111111,87.5,1.6129032258064648
Csv,8,88.88888888888889,89.47368421052632,0.657894736842108,50.29239766081871,52.046783625730995,3.4883720930232704,54.9295774647887,55.2816901408451,0.6410256410257545
Csv,9,97.22222222222221,100.0,2.857142857142865,47.22222222222222,55.55555555555556,17.64705882352942,80,83.3333333333333,4.166666666666625
Csv,10,96.27329192546584,96.27329192546584,0.0,3.1847133757961785,3.1847133757961785,0.0,80.7692307692308,81.1538461538462,0.47619047619049626
Csv,11,96.47058823529412,96.47058823529412,0.0,72.94117647058823,72.94117647058823,0.0,81.3953488372093,84.8837209302326,4.2857142857143415
Csv,12,89.77272727272727,89.77272727272727,0.0,52.27272727272727,52.27272727272727,0.0,55.5555555555556,55.9027777777778,0.6249999999999597
Csv,13,92.7807486631016,92.7807486631016,0.0,28.10810810810811,28.10810810810811,0.0,68.6046511627907,68.7707641196013,0.2421307506052718
Csv,14,92.33038348082596,92.33038348082596,0.0,30.952380952380953,30.952380952380953,0.0,0,0,0
