Codec,1,testWhy,12.05.2020 10:58:10,1589273890
Codec,1,testTIOAndTIAToX,12.05.2020 10:51:03,1589273463
Codec,1,testDiscardOfSilentGN,12.05.2020 10:55:43,1589273743
Codec,1,testIsMetaphoneEqualKnight,12.05.2020 11:05:26,1589274326
Codec,1,testIsMetaphoneEqualRay,12.05.2020 10:56:54,1589273814
Codec,1,testIsMetaphoneEqualXalan,12.05.2020 10:53:48,1589273628
Codec,1,testTranslateOfSCHAndCH,12.05.2020 11:01:17,1589274077
Codec,1,assertMetaphoneEqual,12.05.2020 11:06:41,1589274401
Codec,1,testIsMetaphoneEqualJohn,12.05.2020 11:04:47,1589274287
Codec,1,testIsMetaphoneEqualAlbert,12.05.2020 11:01:58,1589274118
Codec,1,testIsMetaphoneEqualPeter,12.05.2020 10:49:08,1589273348
Codec,1,testIsMetaphoneEqual1,12.05.2020 10:59:26,1589273966
Codec,1,testDiscardOfSilentHAfterG,12.05.2020 11:02:37,1589274157
Codec,1,testIsMetaphoneEqualAero,12.05.2020 10:55:04,1589273704
Codec,1,testIsMetaphoneEqual2,12.05.2020 11:06:03,1589274363
Codec,1,testMetaphone,12.05.2020 10:57:32,1589273852
Codec,1,testWordEndingInMB,12.05.2020 10:49:46,1589273386
Codec,1,testIsMetaphoneEqualWright,12.05.2020 10:50:23,1589273423
Codec,1,testDiscardOfSCEOrSCIOrSCY,12.05.2020 11:03:16,1589274196
Codec,1,testIsMetaphoneEqualParis,12.05.2020 10:51:40,1589273500
Codec,1,testIsMetaphoneEqualMary,12.05.2020 10:48:29,1589273309
Codec,1,testTranslateToJOfDGEOrDGIOrDGY,12.05.2020 11:00:39,1589274039
Codec,1,testIsMetaphoneEqualWhite,12.05.2020 10:47:48,1589273268
Codec,1,testTCH,12.05.2020 11:07:20,1589274440
Codec,1,testSetMaxLengthWithTruncation,12.05.2020 11:00:02,1589274002
Codec,1,testWordsWithCIA,12.05.2020 11:07:59,1589274479
Codec,1,testIsMetaphoneEqualGary,12.05.2020 10:53:09,1589273589
Codec,1,testSHAndSIOAndSIAToX,12.05.2020 10:58:49,1589273929
Codec,1,assertIsMetaphoneEqual,12.05.2020 10:56:18,1589273778
Codec,1,testExceedLength,12.05.2020 11:03:55,1589274235
Codec,1,testIsMetaphoneEqualSusan,12.05.2020 10:52:19,1589273539
Codec,1,testPHTOF,12.05.2020 10:54:27,1589273667
Codec,1,testEmpty,12.05.2020 10:46:37,1589273197
Codec,1,doubleMetaphoneEqualTest,12.05.2020 10:47:10,1589273230
Codec,1,testDoubleMetaphone,12.05.2020 10:46:03,1589273163
Codec,1,assertDoubleMetaphoneAlt,12.05.2020 10:45:28,1589273128
Codec,1,doubleMetaphoneNotEqualTest,12.05.2020 10:44:54,1589273094
Codec,1,testSpecificationExamples,12.05.2020 10:44:21,1589273061
Codec,1,testDifference,12.05.2020 11:08:33,1589274513
Codec,1,testGetMappingCodeNonLetter,12.05.2020 11:09:08,1589274548
Codec,1,testEncode,12.05.2020 11:09:41,1589274581
Codec,1,logException,12.05.2020 11:14:30,1589274870
Codec,1,testMsSqlServer3,12.05.2020 11:12:48,1589274768
Codec,1,testNewInstance,12.05.2020 11:15:06,1589274906
Codec,1,testEncodeBatch3,12.05.2020 11:16:23,1589274983
Codec,1,testUsMappingEWithAcute,12.05.2020 11:11:35,1589274695
Codec,1,testEncodeBatch4,12.05.2020 11:14:02,1589274842
Codec,1,testUsMappingOWithDiaeresis,12.05.2020 11:15:45,1589274945
Codec,1,testEncodeBatch2,12.05.2020 11:20:10,1589275210
Codec,1,testEncodeBasic,12.05.2020 11:19:30,1589275170
Codec,1,testHWRuleEx3,12.05.2020 11:10:57,1589274657
Codec,1,testBadCharacters,12.05.2020 11:21:24,1589275284
Codec,1,testDifference,12.05.2020 11:18:17,1589275097
Codec,1,testHWRuleEx2,12.05.2020 11:17:38,1589275058
Codec,1,testMaxLength,12.05.2020 11:17:01,1589275021
Codec,1,testEncodeIgnoreTrimmable,12.05.2020 11:10:19,1589274619
Codec,1,testMaxLengthLessThan3Fix,12.05.2020 11:13:24,1589274804
Codec,1,testMsSqlServer1,12.05.2020 11:12:12,1589274732
Codec,1,testUsEnglishStatic,12.05.2020 11:18:53,1589275133
Codec,1,testHWRuleEx1,12.05.2020 11:20:47,1589275247
Codec,1,testComparatorWithSoundex,12.05.2020 10:42:31,1589272951
Codec,1,testComparatorWithDoubleMetaphoneAndInvalidInput,12.05.2020 10:43:41,1589273021
Codec,1,testComparatorWithDoubleMetaphone,12.05.2020 10:43:08,1589272988
Codec,2,testCodeInteger2,12.05.2020 11:43:11,1589276591
Codec,2,testBase64,12.05.2020 11:48:35,1589276915
Codec,2,testDiscardWhitespace,12.05.2020 11:37:51,1589276271
Codec,2,testDecodePadMarkerIndex2,12.05.2020 11:45:50,1589276750
Codec,2,testCodeInteger3,12.05.2020 11:31:54,1589275914
Codec,2,testObjectEncodeWithValidParameter,12.05.2020 11:29:56,1589275796
Codec,2,testObjectDecodeWithValidParameter,12.05.2020 11:35:56,1589276156
Codec,2,testIsArrayByteBase64,12.05.2020 11:34:37,1589276077
Codec,2,testDecodeWithWhitespace,12.05.2020 11:30:35,1589275835
Codec,2,testNonBase64Test,12.05.2020 11:46:31,1589276791
Codec,2,testDecodePadOnly,12.05.2020 11:32:34,1589275954
Codec,2,testEmptyBase64,12.05.2020 11:38:32,1589276312
Codec,2,testTripletsChunked,12.05.2020 11:33:19,1589275999
Codec,2,testPairs,12.05.2020 11:47:58,1589276878
Codec,2,testCodeIntegerNull,12.05.2020 11:39:12,1589276352
Codec,2,testUUID,12.05.2020 11:36:36,1589276196
Codec,2,testConstructors,12.05.2020 11:35:16,1589276116
Codec,2,testRfc2045Section6Dot8ChunkSizeDefinition,12.05.2020 11:33:56,1589276036
Codec,2,testSingletons,12.05.2020 11:28:04,1589275684
Codec,2,testEncodeDecodeSmall,12.05.2020 11:40:35,1589276435
Codec,2,testEncodeDecodeRandom,12.05.2020 11:43:56,1589276636
Codec,2,testIgnoringNonBase64InDecode,12.05.2020 11:42:33,1589276553
Codec,2,testRfc2045Section2Dot1CrLfDefinition,12.05.2020 11:45:11,1589276711
Codec,2,testObjectEncodeWithInvalidParameter,12.05.2020 11:39:55,1589276395
Codec,2,testKnownEncodings,12.05.2020 11:39:52,1589276392
Codec,2,testSingletonsChunked,12.05.2020 11:47:17,1589276837
