Compress,1,testZipArchiveCreation,19.05.2020 16:27:22,1589898442
Compress,1,testCpioUnarchive,19.05.2020 16:26:21,1589898381
Compress,1,testDetection,19.05.2020 16:25:59,1589898359
Compress,1,testDeleteFromZip,19.05.2020 16:28:31,1589898511
Compress,1,testDeleteFromAndAddToJar,19.05.2020 16:32:07,1589898727
Compress,1,testDeleteDir,19.05.2020 16:30:23,1589898623
Compress,1,testDeleteFromTar,19.05.2020 16:29:16,1589898556
Compress,1,testDeleteFromAndAddToZip,19.05.2020 16:28:09,1589898489
Compress,1,testDeleteFile,19.05.2020 16:32:31,1589898751
Compress,1,testDeleteAddDelete,19.05.2020 16:31:25,1589898685
Compress,1,testDeletePlusAdd,19.05.2020 16:28:55,1589898535
Compress,1,XtestDeleteFromAndAddToAr,19.05.2020 16:30:44,1589898644
Compress,1,testDeleteFromJar,19.05.2020 16:30:00,1589898600
Compress,1,testDeleteFromAndAddToTar,19.05.2020 16:29:38,1589898578
Compress,1,XtestDeleteFromAr,19.05.2020 16:31:45,1589898705
Compress,1,testAddDeleteAdd,19.05.2020 16:27:46,1589898466
Compress,1,testTarArchiveLongNameCreation,19.05.2020 16:26:42,1589898402
Compress,2,testCpioUnarchive,19.05.2020 16:43:50,1589899430
Compress,2,testZipArchiveCreation,19.05.2020 16:43:29,1589899409
Compress,2,testCpioUnarchive,19.05.2020 16:42:25,1589899345
Compress,2,testRead7ZipArchiveForStream,19.05.2020 16:44:36,1589899476
Compress,2,testReadWinZipArchive,19.05.2020 16:44:13,1589899453
Compress,2,testZipFileReadsUnicodeFields,19.05.2020 16:44:59,1589899499
Compress,2,testRead7ZipArchive,19.05.2020 16:45:22,1589899522
Compress,2,testZipArchiveInputStreamReadsUnicodeFields,19.05.2020 16:45:46,1589899546
Compress,2,testReadWinZipArchiveForStream,19.05.2020 16:46:09,1589899569
Compress,2,testEmptyJarArchive,19.05.2020 16:41:41,1589899301
Compress,2,testEmptyTarArchive,19.05.2020 16:40:40,1589899240
Compress,2,testEmptyCpioArchive,19.05.2020 16:39:23,1589899163
Compress,2,notyettestArchives,19.05.2020 16:40:03,1589899203
Compress,2,testDetection,19.05.2020 16:41:19,1589899279
Compress,2,testEmptyZipArchive,19.05.2020 16:39:01,1589899141
