mutant_id,pc_score,lengths
39,0.0,0/11
40,0.0,0/3
20,0.0,0/3
31,0.0,0/1
23,0.0,0/4
25,0.0,0/3
1,0.0,0/10
44,0.0,0/11
8,0.0,0/1
45,0.0,0/11
53,0.4,2/5
52,0.4,2/5
37,0.0,0/1
48,0.0,0/11
28,0.0,0/11
36,0.0,0/1
46,0.0,0/4
49,1.0,1/1
58,1.0,2/2
42,0.0,0/11
16,0.0,0/3
47,0.0,0/11
54,1.0,2/2
5,0.0,0/5
33,0.0,0/1
26,0.0,0/3
4,0.0,0/5
35,0.0,0/1
29,0.0,0/1
12,0.0,0/3
7,0.0,0/2
41,0.0,0/11
55,1.0,2/2
38,0.0,0/1
24,0.0,0/4
51,0.4,2/5
6,0.0,0/2
50,0.5,2/4
32,0.0,0/1
30,0.0,0/11
