mutant_id,pc_score,lengths
554,0.0,0/25
155,0.0,0/5
437,0.0,0/2
231,0.0,0/5
385,0.0,0/1
134,0.03225806451612903,1/31
144,0.037037037037037035,1/27
202,0.0,0/3
643,0.0,0/1
649,0.0,0/2
406,0.0,0/15
80,0.0,0/1
345,0.0,0/24
410,0.0,0/6
573,0.0,0/6
198,0.0,0/3
317,0.0,0/21
376,0.0,0/1
327,0.0,0/8
99,1.0,1/1
302,0.0,0/2
192,0.0,0/3
454,0.0,0/1
393,0.0,0/1
246,0.0,0/4
612,0.0,0/6
213,0.0,0/3
181,0.0,0/3
447,0.0,0/2
367,0.0,0/24
533,0.0,0/4
412,0.0,0/25
38,0.08333333333333333,1/12
449,0.0,0/1
487,0.0,0/1
168,0.0,0/3
229,0.0,0/5
207,0.0,0/3
377,0.0,0/1
428,0.0,0/3
318,0.0,0/19
555,0.0,0/1
505,0.0,0/3
354,0.0,0/31
215,0.0,0/5
309,0.0,0/28
45,0.047619047619047616,1/21
392,0.0,0/1
221,0.0,0/3
355,0.0,0/22
173,0.0,0/3
119,0.03571428571428571,1/28
179,0.0,0/3
209,0.0,0/3
366,0.0,0/17
382,0.0,0/1
247,0.0,0/2
361,0.0,0/31
238,0.0,0/4
164,0.0,0/3
177,0.0,0/3
358,0.0,0/31
55,0.07692307692307693,1/13
457,0.0,0/1
391,0.0,0/1
360,0.0,0/31
92,0.047619047619047616,1/21
619,0.0,0/6
53,0.03333333333333333,1/30
528,0.0,0/26
90,1.0,1/1
284,0.0,0/18
373,0.0,0/22
508,0.0,0/4
248,0.0,0/4
589,0.0,0/2
133,0.047619047619047616,1/21
241,0.0,0/5
432,0.0,0/2
502,0.0,0/4
452,0.0,0/1
462,0.0,0/1
222,0.0,0/5
256,0.0,0/1
118,0.0,0/2
530,0.0,0/7
321,0.0,0/1
520,0.0,0/3
541,0.0,0/26
371,0.0,0/29
583,0.0,0/6
210,0.0,0/3
645,0.0,0/2
158,0.0,0/3
199,0.0,0/3
359,0.0,0/1
77,0.14285714285714285,1/7
544,0.0,0/1
419,0.0,0/3
572,0.0,0/5
550,0.0,0/1
400,0.0,0/22
577,0.0,0/6
301,0.0,0/2
63,0.0,0/21
220,0.0,0/5
243,0.0,0/5
343,0.0,0/29
85,0.0,0/1
175,0.0,0/3
313,0.0,0/1
200,0.0,0/3
235,0.0,0/5
466,0.0,0/1
290,0.0,0/1
386,0.0,0/1
506,0.0,0/3
515,0.0,0/3
82,0.3333333333333333,1/3
439,0.0,0/3
48,0.03333333333333333,1/30
203,0.0,0/3
330,0.0,0/1
204,0.0,0/3
638,0.0,0/2
49,0.03333333333333333,1/30
75,0.3333333333333333,1/3
525,0.0,0/2
88,0.3333333333333333,1/3
632,0.0,0/3
240,0.0,0/4
233,0.0,0/5
270,0.0,0/18
500,0.0,0/4
147,0.037037037037037035,1/27
169,0.0,0/3
131,0.045454545454545456,1/22
605,0.0,0/6
593,0.0,0/6
320,0.0,0/1
347,0.0,0/22
201,0.0,0/3
329,0.0,0/27
265,0.034482758620689655,1/29
407,0.0,0/28
352,0.0,0/24
532,0.0,0/1
27,0.034482758620689655,1/29
443,0.0,0/4
316,0.0,0/28
295,0.0,0/1
129,0.07142857142857142,1/14
189,0.0,0/3
633,0.0,0/2
121,0.0,0/1
230,0.0,0/5
35,0.08333333333333333,1/12
157,0.0,0/1
372,0.0,0/28
267,0.034482758620689655,1/29
369,0.0,0/17
79,0.0625,1/16
180,0.0,0/3
586,0.0,0/5
324,0.0,0/8
461,0.0,0/1
420,0.0,0/19
299,0.0,0/10
537,0.0,0/1
73,0.0625,1/16
424,0.0,0/3
337,0.0,0/1
287,0.0,0/18
340,0.0,0/31
146,0.0,0/8
277,0.0,0/18
104,0.0,0/1
438,0.0,0/1
342,0.0,0/1
629,0.0,0/2
401,0.0,0/29
365,0.0,0/31
526,0.0,0/7
560,0.0,0/6
162,0.0,0/3
381,0.0,0/1
138,0.05,1/20
214,0.0,0/3
274,0.0,0/18
89,1.0,1/1
608,0.0,0/6
227,0.0,0/5
587,0.0,0/6
74,0.14285714285714285,1/7
244,0.0,0/1
602,0.0,0/6
579,0.0,0/6
188,0.0,0/1
538,0.0,0/1
280,0.0,0/1
239,0.0,0/4
417,0.0,0/1
114,0.034482758620689655,1/29
578,0.0,0/6
357,0.0,0/16
350,0.0,0/24
308,0.0,0/28
272,0.0,0/18
606,0.0,0/6
543,0.0,0/8
311,0.0,0/10
116,0.034482758620689655,1/29
31,0.034482758620689655,1/29
513,0.0,0/3
522,0.0,0/1
57,0.0,0/1
142,0.037037037037037035,1/27
96,0.3333333333333333,1/3
249,0.0,0/4
87,0.0,0/1
441,0.0,0/3
348,0.0,0/23
23,0.047619047619047616,1/21
307,0.0,0/28
375,0.0,0/17
47,0.0,0/2
456,0.0,0/1
540,0.0,0/8
405,0.0,0/20
597,0.0,0/6
50,0.034482758620689655,1/29
536,0.0,0/1
178,0.0,0/3
448,0.0,0/1
614,0.0,0/6
223,0.0,0/5
610,0.0,0/6
261,0.0,0/1
115,0.045454545454545456,1/22
128,0.07142857142857142,1/14
535,0.0,0/16
172,0.0,0/3
60,0.0,0/1
216,0.0,0/5
319,0.0,0/3
34,0.08333333333333333,1/12
259,0.0,0/1
524,0.0,0/2
514,0.0,0/3
637,0.0,0/1
165,0.0,0/3
102,0.3333333333333333,1/3
40,0.0,0/4
54,0.07692307692307693,1/13
139,0.0,0/8
286,0.034482758620689655,1/29
531,0.0,0/25
30,0.0,0/1
143,0.037037037037037035,1/27
123,0.0,0/1
635,0.0,0/2
108,1.0,1/1
331,0.0,0/31
383,0.0,0/1
512,0.0,0/3
300,0.0,0/1
459,0.0,0/1
186,0.0,0/3
228,0.0,0/5
551,0.0,0/1
120,0.04,1/25
491,0.0,0/1
445,0.0,0/2
332,0.0,0/27
581,0.0,0/6
264,0.0,0/18
279,0.0,0/18
421,0.0,0/4
336,0.0,0/31
651,0.0,0/2
389,0.0,0/1
32,0.0,0/1
127,0.058823529411764705,1/17
494,0.0,0/1
46,0.0,0/1
268,0.034482758620689655,1/29
263,0.0,0/1
418,0.0,0/4
43,0.0,0/1
84,0.0,0/1
356,0.0,0/31
150,0.0,0/1
585,0.0,0/5
403,0.0,0/22
125,0.034482758620689655,1/29
296,0.0,0/26
362,0.0,0/31
305,0.0,0/3
166,0.0,0/3
25,0.034482758620689655,1/29
370,0.0,0/31
346,0.0,0/29
65,0.0,0/1
523,0.0,0/3
631,0.0,0/3
218,0.0,0/5
527,0.0,0/7
306,0.0,0/1
103,0.047619047619047616,1/21
390,0.0,0/1
529,0.0,0/7
269,0.0,0/18
275,0.0,0/18
333,0.0,0/1
234,0.0,0/5
205,0.0,0/3
184,0.0,0/3
411,0.0,0/18
509,0.0,0/4
596,0.0,0/6
504,0.0,0/3
225,0.0,0/5
78,0.0625,1/16
507,0.0,0/4
408,0.0,0/22
195,0.0,0/3
285,0.034482758620689655,1/29
584,0.0,0/6
273,0.0,0/18
422,0.0,0/3
76,0.0625,1/16
217,0.0,0/5
236,0.0,0/4
289,0.0,0/1
37,0.0,0/21
314,0.0,0/21
208,0.0,0/3
322,0.0,0/21
237,0.0,0/2
339,0.0,0/27
303,0.0,0/11
590,0.0,0/6
379,0.0,0/1
176,0.0,0/3
29,0.0,0/1
187,0.0,0/3
575,0.0,0/6
141,0.037037037037037035,1/27
501,0.0,0/4
95,0.047619047619047616,1/21
552,0.0,0/25
152,0.0,0/3
463,0.0,0/1
650,0.0,0/5
609,0.0,0/6
499,0.0,0/4
64,0.07692307692307693,1/13
451,0.0,0/1
33,0.0,0/1
212,0.0,0/1
51,0.03333333333333333,1/30
334,0.0,0/30
39,0.0,0/2
153,0.0,0/1
190,0.0,0/3
402,0.0,0/22
429,0.0,0/3
349,0.0,0/24
571,0.0,0/2
542,0.0,0/16
458,0.0,0/1
615,0.0,0/6
644,0.0,0/2
384,0.0,0/1
105,0.25,1/4
271,0.0,0/18
399,0.0,0/22
325,0.0,0/25
503,0.0,0/3
510,0.0,0/3
135,0.05,1/20
100,0.047619047619047616,1/21
170,0.0,0/3
182,0.0,0/3
380,0.0,0/1
44,0.0,0/1
132,0.047619047619047616,1/21
196,0.0,0/3
288,0.0,0/10
489,0.0,0/1
618,0.0,0/6
351,0.0,0/31
266,0.034482758620689655,1/29
446,0.0,0/2
353,0.0,0/24
171,0.0,0/3
436,0.0,0/4
607,0.0,0/6
565,0.0,0/6
450,0.0,0/1
486,0.0,0/1
561,0.0,0/1
28,0.041666666666666664,1/24
409,0.0,0/15
576,0.0,0/6
425,0.0,0/3
310,0.0,0/27
117,0.03571428571428571,1/28
387,0.0,0/1
58,0.07692307692307693,1/13
427,0.0,0/3
183,0.0,0/3
83,0.0,0/1
539,0.0,0/1
93,1.0,1/1
211,0.0,0/3
126,0.07692307692307693,1/13
558,0.0,0/1
600,0.0,0/6
101,0.0,0/1
154,0.0,0/1
634,0.0,0/2
242,0.0,0/5
647,0.0,0/2
413,0.0,0/18
124,0.0,0/2
378,0.0,0/1
185,0.0,0/3
174,0.0,0/3
444,0.0,0/2
61,0.0,0/21
574,0.0,0/5
81,0.0,0/1
26,0.03225806451612903,1/31
312,0.0,0/10
374,0.0,0/29
404,0.0,0/22
368,0.0,0/17
315,0.0,0/28
232,0.0,0/5
335,0.0,0/1
52,0.03333333333333333,1/30
159,0.0,0/3
511,0.0,0/3
630,0.0,0/2
219,0.0,0/5
226,0.0,0/3
440,0.0,0/3
344,0.0,0/31
455,0.0,0/1
613,0.0,0/6
197,0.0,0/3
297,0.0,0/1
570,0.038461538461538464,1/26
628,0.0,0/5
641,0.0,0/4
490,0.0,0/1
611,0.0,0/6
24,0.05,1/20
260,0.0,0/9
517,0.0,0/3
137,0.03225806451612903,1/31
326,0.0,0/4
194,0.0,0/3
224,0.0,0/3
363,0.0,0/1
453,0.0,0/1
414,0.0,0/18
136,0.05,1/20
193,0.0,0/3
163,0.0,0/3
534,0.0,0/26
460,0.0,0/1
206,0.0,0/3
568,0.038461538461538464,1/26
276,0.0,0/18
98,0.3333333333333333,1/3
394,0.0,0/1
388,0.0,0/1
