mutant_id,pc_score,lengths
20,0.125,1/8
21,0.09090909090909091,1/11
22,0.125,1/8
25,0.5,1/2
28,0.5,1/2
30,0.09090909090909091,1/11
31,0.09090909090909091,1/11
33,0.125,1/8
36,0.125,1/8
39,0.1,1/10
40,0.14285714285714285,1/7
42,0.14285714285714285,1/7
43,0.09090909090909091,1/11
45,0.1,1/10
47,0.1,1/10
49,0.1,1/10
50,0.1111111111111111,1/9
96,1.0,1/1
104,0.09090909090909091,1/11
105,0.09090909090909091,1/11
106,0.1,1/10
41,0.0,0/6
98,0.0,0/7
99,0.0,0/7
100,0.0,0/7
101,0.0,0/7
102,0.0,0/7
103,0.0,0/7
3,0.0,0/2
7,0.0,0/1
10,0.0,0/1
13,0.0,0/1
16,0.0,0/1
1,0.0,0/1
18,0.0,0/2
19,0.0,0/1
24,0.0,0/2
29,0.0,0/2
34,0.0,0/2
65,0.0,0/2
67,0.0,0/2
68,0.0,0/2
69,0.0,0/2
70,0.0,0/2
75,0.0,0/2
77,0.0,0/2
79,0.0,0/2
80,0.0,0/2
82,0.0,0/2
84,0.0,0/2
86,0.0,0/2
91,0.0,0/2
92,0.0,0/2
93,0.0,0/2
94,0.0,0/2
95,0.0,0/2
44,0.0,0/1
48,0.0,0/1
53,0.0,0/1
56,0.0,0/1
58,0.0,0/1
14,0.0,0/1
15,0.0,0/1
26,0.0,0/1
32,0.0,0/1
37,0.0,0/1
