mutant_id,pc_score,lengths
65,0.0,0/1
74,0.0,0/1
171,0.0,0/17
3,0.0,0/1
98,0.25,1/4
1,0.0,0/1
18,0.0,0/68
185,0.0,0/3
207,0.0,0/1
153,0.0,0/3
112,0.0,0/6
200,0.0,0/1
135,0.0,0/4
15,0.0,0/60
92,0.0,0/1
125,0.0,0/1
172,0.0,0/12
163,0.0,0/17
81,0.0,0/1
100,0.25,1/4
5,0.0,0/2
87,0.0,0/1
136,0.0,0/11
201,0.0,0/1
117,0.0,0/1
182,0.0,0/3
191,0.0,0/3
195,0.0,0/1
24,0.0,0/59
64,0.0,0/1
161,0.0,0/12
79,0.0,0/1
120,0.0,0/2
14,0.0,0/76
202,0.0,0/1
7,0.0,0/3
52,0.0,0/1
160,0.0,0/18
168,0.0,0/17
164,0.0,0/15
108,0.0,0/1
170,0.0,0/17
181,0.0,0/3
178,0.0,0/3
206,0.0,0/1
113,0.0,0/1
198,0.0,0/1
103,1.0,1/1
77,0.0,0/1
124,0.0,0/2
123,0.0,0/1
169,0.0,0/9
16,0.0,0/73
17,0.0,0/75
167,0.0,0/17
111,0.0,0/6
89,0.0,0/1
63,0.0,0/1
179,0.0,0/3
51,0.0,0/1
6,0.0,0/67
2,0.0,0/5
67,0.0,0/1
184,0.0,0/3
186,0.0,0/3
174,0.0,0/18
133,0.0,0/4
61,0.0,0/1
8,0.0,0/6
20,0.0,0/74
53,0.0,0/1
104,1.0,1/1
204,0.0,0/1
19,0.0,0/68
151,0.0,0/12
142,0.0,0/32
76,0.0,0/1
73,0.0,0/1
203,0.0,0/1
155,0.0,0/5
199,0.0,0/1
107,0.0,0/1
26,0.0,0/74
68,0.0,0/1
86,0.0,0/1
173,0.0,0/15
4,0.0,0/54
69,0.0,0/1
12,0.0,0/76
197,0.0,0/1
85,0.0,0/1
13,0.0,0/62
50,0.0,0/1
166,0.0,0/17
102,1.0,1/1
119,0.0,0/2
23,0.0,0/74
132,0.0,0/11
152,0.0,0/12
139,0.0,0/3
114,0.0,0/1
134,0.0,0/6
9,0.0,0/4
127,0.0,0/1
91,0.0,0/1
118,0.0,0/1
11,0.0,0/1
109,0.0,0/1
126,0.0,0/1
128,0.0,0/1
21,0.0,0/74
22,0.0,0/74
88,0.0,0/1
75,0.0,0/1
99,0.25,1/4
80,0.0,0/1
115,0.0,0/1
150,0.0,0/1
93,0.0,0/1
176,0.0,0/3
110,0.0,0/1
41,0.0,0/11
55,0.0,0/2
154,0.0,0/3
116,0.0,0/1
62,0.0,0/1
196,0.0,0/1
