mutant_id,pc_score,lengths
230,0.0,0/4
18,0.0,0/1
130,0.0,0/7
342,0.0,0/3
146,0.0,0/2
89,0.0,0/32
328,0.0,0/5
336,0.0,0/3
165,0.0,0/49
58,0.0,0/18
139,0.0,0/1
24,0.0,0/80
234,0.0,0/4
173,0.0,0/2
285,0.0,0/4
150,0.0,0/24
256,0.0,0/3
260,0.0,0/4
167,0.0,0/8
96,0.0,0/70
141,0.0,0/1
171,0.0,0/2
322,0.0,0/2
169,0.0,0/37
125,0.0,0/24
337,0.0,0/16
170,0.0,0/37
206,0.0,0/4
174,0.0,0/8
149,0.0,0/40
95,0.0,0/74
193,0.0,0/8
137,0.0,0/5
334,0.0,0/20
168,0.0,0/37
258,0.0,0/4
147,0.0,0/33
55,0.0,0/19
131,0.0,0/48
128,0.0,0/48
107,0.0,0/4
136,0.0,0/40
166,0.0,0/45
57,0.0,0/3
109,0.0,0/37
308,0.0,0/2
148,0.0,0/9
154,0.0,0/12
115,0.0,0/28
194,0.0,0/8
121,0.0,0/24
231,0.0,0/1
293,0.0,0/1
114,0.0,0/61
236,0.0,0/4
282,0.0,0/1
339,0.0,0/3
93,0.0,0/1
86,0.0,0/36
204,0.0,0/4
90,0.0,0/1
203,0.0,0/4
156,0.0,0/8
26,0.0,0/1
197,0.0,0/4
187,0.0,0/1
27,0.0,0/1
65,0.0,0/74
324,0.0,0/1
101,0.0,0/75
188,0.0,0/8
88,0.0,0/36
332,0.0,0/16
255,0.0,0/3
135,0.0,0/6
217,0.0,0/4
309,0.0,0/2
133,0.0,0/63
286,0.0,0/2
54,0.0,0/3
218,0.0,0/4
127,0.0,0/48
129,0.0,0/18
124,0.0,0/24
214,0.0,0/3
338,0.0,0/2
111,0.0,0/73
155,0.0,0/12
113,0.0,0/44
333,0.0,0/5
341,0.0,0/16
138,0.0,0/5
123,0.0,0/24
23,0.0,0/80
94,0.0,0/75
340,0.0,0/16
180,0.0,0/2
140,0.0,0/3
112,0.0,0/65
122,0.0,0/59
259,0.0,0/4
126,0.0,0/64
153,0.0,0/16
87,0.0,0/1
120,0.0,0/44
310,0.0,0/2
216,0.0,0/4
162,0.0,0/16
152,0.0,0/11
134,0.0,0/63
183,0.0,0/1
232,0.0,0/1
229,0.0,0/1
132,0.0,0/18
306,0.0,0/2
294,0.0,0/1
163,0.0,0/14
323,0.0,0/2
296,0.0,0/2
164,0.0,0/13
91,0.0,0/36
