mutant_id,pc_score,lengths
1,0.0,0/4
2,0.0,0/4
3,0.017857142857142856,1/56
4,0.0,0/4
5,0.0,0/19
6,0.0,0/20
7,0.017857142857142856,1/56
8,0.0,0/20
9,0.0,0/16
10,0.0,0/16
11,0.017857142857142856,1/56
15,0.017857142857142856,1/56
130,0.017857142857142856,1/56
133,0.017857142857142856,1/56
201,0.05263157894736842,1/19
203,0.045454545454545456,1/22
204,0.045454545454545456,1/22
243,0.0,0/17
245,0.0,0/12
246,0.0,0/12
247,0.0,0/18
248,0.0,0/18
252,0.0,0/19
253,0.0,0/19
255,0.0,0/15
256,0.0,0/9
259,0.0,0/19
260,0.0,0/20
268,0.0,0/18
298,0.0,0/18
300,0.0,0/14
301,0.0,0/17
306,0.0,0/16
311,0.0,0/16
312,0.0,0/16
314,0.0,0/19
315,0.0,0/18
316,0.0,0/16
318,0.0,0/19
319,0.0,0/18
320,0.0,0/24
322,0.0,0/21
323,0.0,0/24
324,0.0,0/24
326,0.0,0/20
327,0.0,0/24
334,0.0,0/22
337,0.0,0/25
341,0.0,0/19
342,0.0,0/17
345,0.0,0/11
359,0.0,0/11
257,0.0,0/16
299,0.0,0/12
303,0.0,0/17
339,0.0,0/18
340,0.0,0/13
356,0.0,0/23
13,0.0,0/2
14,0.0,0/2
16,0.0,0/2
202,0.058823529411764705,1/17
258,0.0,0/8
269,0.0,0/15
270,0.0,0/15
271,0.0,0/15
272,0.0,0/14
273,0.0,0/14
274,0.0,0/15
275,0.0,0/15
276,0.0,0/15
277,0.0,0/12
278,0.0,0/9
279,0.0,0/15
282,0.0,0/15
284,0.0,0/19
285,0.0,0/19
286,0.0,0/19
289,0.0,0/19
290,0.0,0/16
291,0.0,0/15
292,0.0,0/19
293,0.0,0/19
294,0.0,0/14
295,0.0,0/15
296,0.0,0/17
304,0.0,0/11
305,0.0,0/12
313,0.0,0/8
317,0.0,0/15
321,0.0,0/15
325,0.0,0/8
17,0.0,0/3
18,0.0,0/5
25,0.0,0/7
31,0.0,0/6
32,0.0,0/2
33,0.0,0/6
36,0.0,0/2
37,0.0,0/2
38,0.0,0/2
165,0.0,0/19
19,0.0,0/4
20,0.0,0/4
34,0.0,0/8
39,0.0,0/6
40,0.0,0/6
41,0.0,0/6
42,0.0,0/6
43,0.0,0/6
44,0.0,0/6
51,0.0,0/8
53,0.0,0/6
54,0.0,0/6
56,0.0,0/6
57,0.0,0/7
58,0.0,0/6
59,0.0,0/6
60,0.0,0/6
61,0.0,0/6
62,0.0,0/6
63,0.0,0/7
64,0.0,0/6
65,0.0,0/6
66,0.0,0/7
67,0.0,0/8
68,0.0,0/6
69,0.0,0/6
70,0.0,0/7
71,0.0,0/6
72,0.0,0/8
73,0.0,0/6
74,0.0,0/6
75,0.0,0/6
76,0.0,0/8
77,0.0,0/6
78,0.0,0/6
79,0.0,0/8
80,0.0,0/6
81,0.0,0/6
84,0.0,0/6
90,0.0,0/6
91,0.0,0/6
92,0.0,0/6
93,0.0,0/6
94,0.0,0/6
97,0.0,0/8
99,0.0,0/6
100,0.0,0/6
101,0.0,0/6
102,0.0,0/5
104,0.0,0/8
106,0.0,0/8
107,0.0,0/6
111,0.0,0/8
113,0.0,0/8
115,0.0,0/6
116,0.0,0/6
117,0.0,0/6
118,0.0,0/6
119,0.0,0/6
120,0.0,0/6
121,0.0,0/5
122,0.0,0/7
123,0.0,0/4
126,0.0,0/6
129,0.0,0/6
132,0.0,0/4
141,0.0,0/4
144,0.0,0/4
149,0.0,0/4
151,0.0,0/4
154,0.0,0/5
176,0.0,0/1
178,0.0,0/1
137,0.0,0/5
249,0.0,0/2
250,0.0,0/11
265,0.0,0/6
