mutant_id,pc_score,lengths
885,0.0,0/4
587,0.0,0/7
1231,0.0,0/2
512,0.0,0/1
1028,0.0,0/7
920,0.0,0/5
44,0.005555555555555556,2/360
862,0.0,0/18
791,0.0,0/83
817,0.0,0/1
734,0.0,0/1
207,0.0,0/1
593,0.0,0/19
792,0.0,0/26
787,0.0,0/1
719,0.0,0/2
1085,0.0,0/2
230,0.0,0/1
58,0.005361930294906166,2/373
1099,0.0,0/25
212,0.007936507936507936,2/252
440,0.0,0/1
100,0.0,0/4
964,0.0,0/1
259,0.0,0/17
384,0.0,0/13
35,0.0,0/314
113,0.0,0/1
542,0.0,0/3
471,0.0,0/32
182,0.0,0/1
1119,0.0,0/1
892,0.0,0/3
146,0.0,0/2
208,0.0,0/300
103,0.0,0/226
801,0.0,0/26
502,0.0,0/1
16,0.0,0/1
1352,0.0,0/1
210,0.0,0/2
277,0.0,0/5
260,0.0,0/6
926,0.0,0/1
621,0.0,0/2
74,0.0,0/3
841,0.0,0/1
185,0.0,0/245
283,0.0,0/2
747,0.0,0/2
206,0.0,0/13
1267,0.0,0/3
869,0.0,0/6
123,0.0,0/3
198,0.0,0/250
1114,0.0,0/1
540,0.0,0/36
634,0.0,0/2
1141,0.0,0/2
1170,0.0,0/4
609,0.0,0/44
402,0.0,0/6
386,0.0,0/12
689,0.0,0/1
229,0.0,0/189
625,0.0,0/3
742,0.0,0/5
824,0.044444444444444446,2/45
740,0.0,0/2
974,0.0,0/1
1037,0.0,0/3
217,0.0,0/2
887,0.0,0/6
1073,0.0,0/26
829,0.0,0/8
1047,0.0,0/2
133,0.0,0/3
61,0.0,0/1
722,0.0,0/1
8,0.0056657223796034,2/353
488,0.0,0/2
961,0.0,0/1
617,0.0,0/119
165,0.0,0/2
598,0.0,0/46
1222,0.0,0/8
400,0.0,0/1
46,0.0,0/1
891,0.0,0/10
303,0.0,0/1
629,0.0,0/117
1353,0.5,2/4
1264,0.0,0/3
907,0.0,0/1
59,0.0,0/191
1116,0.0,0/2
492,0.0,0/1
504,0.0,0/1
709,0.0,0/3
1044,0.0,0/3
644,0.0,0/2
831,0.0,0/1
758,0.0,0/18
1105,0.0,0/5
1273,0.0,0/3
1339,0.0,0/1
