mutant_id,pc_score,lengths
7,0.0,0/4
1,0.0,0/9
2,0.09090909090909091,1/11
3,0.0,0/7
4,0.09090909090909091,1/11
5,0.125,1/8
6,0.0,0/10
12,0.09090909090909091,1/11
14,0.0,0/5
17,0.125,1/8
20,0.125,1/8
22,0.0,0/7
23,0.0,0/4
27,0.0,0/7
29,0.125,1/8
30,0.0,0/7
31,0.125,1/8
32,0.0,0/4
33,0.0,0/7
36,0.0,0/3
37,0.0,0/4
38,0.0,0/3
39,0.0,0/5
24,0.0,0/5
25,0.0,0/5
26,0.0,0/5
15,1.0,1/1
40,1.0,1/1
42,1.0,1/1
16,0.0,0/1
18,0.0,0/1
44,0.0,0/1
45,0.0,0/1
46,0.0,0/1
48,0.0,0/1
