mutant_id,pc_score,lengths
413,0.0,0/20
842,0.0,0/2
962,0.0,0/1
825,0.0,0/1
28,0.0,0/14
1016,0.0,0/1
392,0.0,0/29
228,0.0,0/14
370,0.0,0/15
442,0.0,0/1
1115,0.0,0/1
1373,0.0,0/3
1043,0.0,0/6
1329,0.0,0/3
1345,0.0,0/10
982,0.0,0/1
1196,0.0,0/1
991,0.0,0/1
1444,0.0,0/2
25,0.0,0/14
450,0.0,0/1
1190,0.0,0/1
1078,0.0,0/1
399,0.0,0/1
1504,0.0,0/2
1652,0.0,0/1
1019,0.0,0/9
1378,0.0,0/3
1509,0.0,0/2
1700,0.0,0/1
956,0.0,0/1
245,0.0,0/3
481,0.0,0/2
560,0.0,0/2
441,0.0,0/1
198,0.0,0/102
605,0.0,0/1
697,0.0,0/1
244,0.0,0/13
326,0.0,0/12
1680,0.0,0/1
667,0.0,0/1
80,0.0,0/2
1651,0.0,0/1
1136,0.0,0/1
1681,0.0,0/1
1308,0.0,0/9
1733,0.0,0/1
100,0.0,0/5
763,0.0,0/1
698,0.0,0/1
640,0.0,0/1
1261,0.0,0/1
796,0.0,0/1
360,0.0,0/12
113,0.0,0/7
1519,0.0,0/2
274,0.0,0/1
931,0.0,0/1
615,0.0,0/2
1313,0.0,0/1
1037,0.0,0/7
51,0.0,0/8
898,0.0,0/28
458,0.0,0/1
593,0.0,0/2
1758,0.0,0/1
293,0.0,0/14
590,0.0,0/2
863,0.0,0/3
786,0.0,0/2
553,0.0,0/2
603,0.0,0/1
883,0.0,0/32
1086,0.0,0/1
574,0.0,0/2
501,0.0,0/1
1725,0.0,0/1
1110,0.0,0/1
1590,0.0,0/1
533,0.0,0/2
1249,0.0,0/1
775,0.0,0/1
156,0.0,0/3
4,0.0,0/1
263,0.0,0/12
602,0.0,0/1
444,0.0,0/1
1628,0.0,0/5
288,0.0,0/14
1401,0.0,0/2
1338,0.0,0/1
558,0.0,0/2
1217,0.0,0/1
420,0.0,0/20
1335,0.0,0/3
1310,0.0,0/6
460,0.0,0/1
300,0.0,0/14
1527,0.0,0/2
327,0.0,0/1
359,0.0,0/12
859,0.0,0/1
610,0.0,0/2
1314,0.0,0/5
821,0.0,0/1
1706,0.0,0/1
621,0.0,0/2
1408,0.0,0/2
282,0.0,0/12
138,0.0,0/1
1049,0.0,0/5
1147,0.0,0/1
204,0.0,0/1
1699,0.0,0/1
644,0.0,0/1
817,0.0,0/1
476,0.0,0/1
1258,0.0,0/1
1344,0.0,0/10
958,0.0,0/1
1654,0.0,0/1
1290,0.0,0/9
310,0.0,0/15
361,0.0,0/12
1212,0.0,0/1
652,0.0,0/1
538,0.0,0/2
1046,0.0,0/6
569,0.0,0/2
1478,0.0,0/1
1655,0.0,0/1
797,0.0,0/1
379,0.0,0/14
34,0.0,0/2
1465,0.0,0/1
1740,0.0,0/1
461,0.0,0/2
1150,0.0,0/1
114,0.0,0/7
510,0.0,0/1
728,0.0,0/1
1463,0.0,0/2
1411,0.0,0/2
1379,0.0,0/3
173,0.0,0/14
779,0.0,0/11
861,0.0,0/1
994,0.0,0/1
549,0.0,0/2
120,0.0,0/1
242,0.0,0/14
454,0.0,0/1
397,0.0,0/1
1676,0.0,0/1
1209,0.0,0/1
1690,0.0,0/1
772,0.0,0/1
715,0.0,0/1
1534,0.0,0/2
470,0.0,0/2
1226,0.0,0/1
386,0.0,0/29
942,0.0,0/1
1241,0.0,0/1
1612,0.0,0/1
1090,0.0,0/1
1173,0.0,0/1
1220,0.0,0/1
1414,0.0,0/4
1412,0.0,0/4
1285,0.0,0/9
1741,0.0,0/1
1374,0.0,0/3
1605,0.0,0/1
1495,0.0,0/1
802,0.0,0/1
52,0.0,0/18
1154,0.0,0/1
1192,0.0,0/1
82,0.0,0/1
1486,0.0,0/2
10,0.0,0/4
147,0.0,0/1
614,0.0,0/2
717,0.0,0/1
213,0.0,0/1
1510,0.0,0/1
1069,0.0,0/1
1166,0.0,0/1
1206,0.0,0/1
977,0.0,0/1
919,0.0,0/1
694,0.0,0/1
376,0.0,0/15
784,0.0,0/2
1383,0.0,0/3
808,0.0,0/1
836,0.0,0/1
1281,0.0,0/1
820,0.0,0/1
467,0.0,0/2
736,0.0,0/1
588,0.0,0/2
616,0.0,0/2
186,0.0,0/7
641,0.0,0/1
976,0.0,0/1
626,0.0,0/2
1732,0.0,0/1
1353,0.0,0/5
986,0.0,0/1
1133,0.0,0/1
46,0.0,0/2
378,0.0,0/15
1266,0.0,0/1
799,0.0,0/1
1194,0.0,0/1
871,0.0,0/1
116,0.0,0/7
673,0.0,0/1
1034,0.0,0/9
1215,0.0,0/1
1176,0.0,0/1
637,0.0,0/1
781,0.0,0/16
1272,0.0,0/3
1539,0.0,0/2
1062,0.0,0/3
1165,0.0,0/1
409,0.0,0/7
73,0.0,0/2
892,0.0,0/28
1253,0.0,0/2
812,0.0,0/1
275,0.0,0/14
449,0.0,0/1
552,0.0,0/2
1364,0.0,0/1
517,0.0,0/2
1447,0.0,0/1
1493,0.0,0/1
1449,0.0,0/1
908,0.0,0/31
338,0.0,0/1
623,0.0,0/2
718,0.0,0/1
738,0.0,0/1
774,0.0,0/1
622,0.0,0/2
491,0.0,0/2
70,0.0,0/65
1648,0.0,0/1
180,0.0,0/14
8,0.0,0/1
190,0.0,0/109
822,0.0,0/1
85,0.0,0/2
1250,0.0,0/2
631,0.0,0/1
539,0.0,0/2
703,0.0,0/1
1307,0.0,0/3
139,0.0,0/1
241,0.0,0/14
726,0.0,0/1
580,0.0,0/2
1332,0.0,0/3
363,0.0,0/12
1557,0.0,0/1
19,0.0,0/1
647,0.0,0/1
990,0.0,0/1
446,0.0,0/1
66,0.0,0/2
1538,0.0,0/2
844,0.0,0/2
1170,0.0,0/1
509,0.0,0/1
1288,0.0,0/9
1163,0.0,0/1
1619,0.0,0/1
714,0.0,0/1
12,0.0,0/58
674,0.0,0/1
872,0.0,0/1
1167,0.0,0/1
1181,0.0,0/1
1202,0.0,0/1
266,0.0,0/14
1727,0.0,0/1
58,0.0,0/2
1018,0.0,0/3
196,0.0,0/99
1235,0.0,0/1
1693,0.0,0/1
743,0.0,0/1
830,0.0,0/2
1264,0.0,0/1
951,0.0,0/1
79,0.0,0/1
1377,0.0,0/3
818,0.0,0/1
433,0.0,0/2
1746,0.0,0/1
1141,0.0,0/1
1244,0.0,0/1
724,0.0,0/1
1348,0.0,0/7
1252,0.0,0/1
1204,0.0,0/1
974,0.0,0/1
125,0.0,0/1
711,0.0,0/1
1488,0.0,0/2
1036,0.0,0/9
1079,0.0,0/1
443,0.0,0/1
740,0.0,0/1
805,0.0,0/1
1709,0.0,0/1
1474,0.0,0/2
267,0.0,0/1
865,0.0,0/1
1084,0.0,0/1
1646,0.0,0/1
115,0.0,0/7
537,0.0,0/2
1092,0.0,0/1
1020,0.0,0/3
1183,0.0,0/52
37,0.0,0/3
1,0.0,0/1
1716,0.0,0/1
1051,0.0,0/7
5,0.0,0/1
672,0.0,0/1
1211,0.0,0/1
11,0.0,0/1
1108,0.0,0/1
1022,0.0,0/3
766,0.0,0/1
965,0.0,0/1
1602,0.0,0/1
1620,0.0,0/1
1056,0.0,0/2
1289,0.0,0/9
957,0.0,0/1
542,0.0,0/2
1574,0.0,0/1
964,0.0,0/1
584,0.0,0/2
92,0.0,0/2
1434,0.0,0/2
586,0.0,0/2
1757,0.0,0/1
946,0.0,0/1
1755,0.0,0/1
906,0.0,0/32
829,0.0,0/1
1720,0.0,0/1
203,0.0,0/14
864,0.0,0/1
1168,0.0,0/1
1728,0.0,0/1
870,0.0,0/3
117,0.0,0/7
938,0.0,0/1
1333,0.0,0/5
1113,0.0,0/1
651,0.0,0/2
1404,0.0,0/2
973,0.0,0/1
1276,0.0,0/1
1529,0.0,0/2
1282,0.0,0/1
1479,0.0,0/1
1017,0.0,0/9
900,0.0,0/32
1564,0.0,0/1
407,0.0,0/1
396,0.0,0/1
1271,0.0,0/1
176,0.0,0/14
1277,0.0,0/1
764,0.0,0/1
492,0.0,0/1
913,0.0,0/15
1472,0.0,0/2
1342,0.0,0/10
1171,0.0,0/1
1631,0.0,0/8
36,0.0,0/3
887,0.0,0/18
1175,0.0,0/1
129,0.0,0/1
1571,0.0,0/1
1759,0.0,0/1
988,0.0,0/1
695,0.0,0/1
912,0.0,0/1
53,0.0,0/5
819,0.0,0/1
535,0.0,0/2
978,0.0,0/1
1072,0.0,0/1
780,0.0,0/14
1066,0.0,0/1
185,0.0,0/2
94,0.0,0/1
1317,0.0,0/7
1238,0.0,0/1
452,0.0,0/1
137,0.0,0/1
408,0.0,0/29
1589,0.0,0/1
823,0.0,0/1
1218,0.0,0/1
798,0.0,0/1
888,0.0,0/28
1554,0.0,0/1
87,0.0,0/1
849,0.0,0/2
159,0.0,0/3
1207,0.0,0/1
485,0.0,0/1
1668,0.0,0/1
1112,0.0,0/1
851,0.0,0/1
1143,0.0,0/1
200,0.0,0/1
1210,0.0,0/1
992,0.0,0/1
665,0.0,0/1
71,0.0,0/67
880,0.0,0/31
1260,0.0,0/1
1118,0.0,0/1
1280,0.0,0/9
1521,0.0,0/1
894,0.0,0/28
890,0.0,0/7
402,0.0,0/28
183,0.0,0/4
395,0.0,0/29
7,0.0,0/122
14,0.0,0/71
1417,0.0,0/4
658,0.0,0/1
1135,0.0,0/1
72,0.0,0/61
1575,0.0,0/1
1445,0.0,0/2
742,0.0,0/1
1748,0.0,0/1
727,0.0,0/1
192,0.0,0/14
997,0.0,0/1
1437,0.0,0/2
1010,0.0,0/5
1184,0.0,0/51
1040,0.0,0/7
1645,0.0,0/1
656,0.0,0/1
966,0.0,0/1
1587,0.0,0/1
1109,0.0,0/1
75,0.0,0/2
260,0.0,0/1
847,0.0,0/2
554,0.0,0/2
791,0.0,0/2
1234,0.0,0/1
850,0.0,0/2
810,0.0,0/1
693,0.0,0/1
16,0.0,0/2
316,0.0,0/15
961,0.0,0/1
566,0.0,0/1
61,0.0,0/3
283,0.0,0/14
668,0.0,0/1
447,0.0,0/1
1368,0.0,0/3
895,0.0,0/19
1594,0.0,0/1
589,0.0,0/2
1230,0.0,0/1
131,0.0,0/1
1050,0.0,0/6
483,0.0,0/2
745,0.0,0/1
1481,0.0,0/2
657,0.0,0/1
223,0.0,0/1
1102,0.0,0/1
1513,0.0,0/1
737,0.0,0/1
543,0.0,0/2
1524,0.0,0/1
841,0.0,0/2
891,0.0,0/28
1011,0.0,0/9
1349,0.0,0/10
1054,0.0,0/7
555,0.0,0/2
1354,0.0,0/5
1042,0.0,0/7
