mutant_id,pc_score,lengths
13,0.0,0/31
14,0.0,0/19
15,0.0,0/19
16,0.0,0/19
45,0.013157894736842105,1/76
46,0.0,0/20
49,0.0,0/49
5,0.0,0/23
25,0.0,0/3
28,0.0,0/13
51,0.0,0/9
26,0.0,0/6
29,0.0,0/7
4,0.0,0/3
6,0.0,0/3
23,0.0,0/7
24,0.0,0/7
41,0.0,0/8
42,0.0,0/6
47,0.0,0/10
50,0.0,0/10
53,0.08333333333333333,1/12
43,0.3333333333333333,1/3
17,0.0,0/6
19,0.0,0/6
20,0.0,0/6
21,0.0,0/6
27,0.0,0/1
18,0.0,0/2
35,0.0,0/3
38,0.0,0/5
33,0.0,0/3
34,0.0,0/3
48,0.0,0/6
30,0.0,0/2
31,0.0,0/2
32,0.0,0/2
7,0.0,0/10
1,0.3333333333333333,1/3
2,0.0,0/2
3,0.0,0/2
8,0.0,0/2
9,0.0,0/2
12,0.0,0/2
44,1.0,1/1
39,0.0,0/1
40,0.0,0/1
